id,name,short_name,country,preferred_formation,formations_used,profile,team_style,pressing_intensity,defensive_line,tactical_styles,matches_total,wins,draws,losses,win_pct,avg_goals_scored,avg_goals_conceded,avg_possession,avg_shots,avg_shots_on_target,avg_xg_for,avg_xg_against,avg_corners,avg_yellow_cards,avg_red_cards,avg_fouls,clean_sheet_pct,btts_pct,over_25_pct,over_15_pct,fail_to_score_pct,avg_goals_scored_1h,avg_goals_conceded_1h,current_team_id,current_team_name
1358,Bartosz Grzelak,B. Grzelak,Sweden,3-4-3,"{'3-4-3': 1, '4-4-2': 1, '4-1-4-1': 1}",attacking,neutral,,,[],4,2,2,0,50.0,2.25,0.5,49.0,13.0,3.5,1.24,0.9,5.5,2.67,0.0,12.5,50.0,50.0,50.0,75.0,25.0,1.0,0.33,422,Cracovia
1273,Bassem Ben Romthane,B. B. Romthane,,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1915,Sfax Railways
817,Benat San Jose,B. S. Jose,Spain,4-2-3-1,"{'5-3-2': 1, '4-2-3-1': 1}",balanced,neutral,0.3736628986842475,mid,"[{""rank"": 1, ""code"": ""moments_fc"", ""name"": ""Moments FC"", ""category"": ""fan"", ""emoji"": ""⭐"", ""description"": ""Relies entirely on individual star brilliance"", ""score"": 0.132}, {""rank"": 2, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.091}, {""rank"": 3, ""code"": ""counter"", ""name"": ""Counter-Attack"", ""category"": ""counter"", ""emoji"": ""⚡"", ""description"": ""Absorb pressure, strike fast on the break"", ""score"": 0.09}, {""rank"": 4, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.081}]",82,34,23,25,41.5,1.17,0.93,47.79,9.57,4.07,1.34,0.7,4.14,2.51,0.06,13.64,37.8,41.5,39.0,57.3,31.7,0.54,0.4,1397,Eibar
408,Benoit Tavenot,B. Tavenot,France,4-2-3-1,"{'3-5-2': 1, '4-3-3': 3, '5-3-2': 2, '3-4-2-1': 5, '4-1-4-1': 3, '4-2-3-1': 17}",balanced,neutral,0.4277492820462203,mid,"[{""rank"": 1, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.152}, {""rank"": 2, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.068}, {""rank"": 3, ""code"": ""low_block"", ""name"": ""Low Block"", ""category"": ""defensive"", ""emoji"": ""🛡"", ""description"": ""Compact defensive shape near own box"", ""score"": 0.061}, {""rank"": 4, ""code"": ""second_ball"", ""name"": ""Second Ball"", ""category"": ""counter"", ""emoji"": ""🔄"", ""description"": ""Win knockdowns after long balls"", ""score"": 0.058}]",33,4,7,22,12.1,1.03,2.24,49.16,9.81,3.23,1.03,1.81,4.13,1.79,0.05,11.35,21.2,48.5,63.6,75.8,42.4,0.58,1.26,111,Metz
345,Ben Olsen,B. Olsen,USA,4-4-2,"{'3-4-3': 4, '4-3-3': 3, '4-4-2': 6, '3-4-2-1': 1, '4-2-3-1': 4, '4-4-1-1': 1}",balanced,hard,0.2951782375542902,high,"[{""rank"": 1, ""code"": ""anti_football"", ""name"": ""Anti-Football"", ""category"": ""defensive"", ""emoji"": ""⏱"", ""description"": ""Time-wasting, fouling, disrupting rhythm"", ""score"": 0.088}, {""rank"": 2, ""code"": ""ball_dominant"", ""name"": ""Ball Dominant"", ""category"": ""possession"", ""emoji"": ""⚽"", ""description"": ""Keep the ball to control tempo and energy"", ""score"": 0.074}, {""rank"": 3, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.073}, {""rank"": 4, ""code"": ""set_piece"", ""name"": ""Set-Piece Reliant"", ""category"": ""defensive"", ""emoji"": ""🎯"", ""description"": ""Goals mainly from corners and free kicks"", ""score"": 0.064}]",43,13,10,20,30.2,1.28,1.72,48.79,12.47,3.86,1.28,1.44,5.02,2.0,0.44,13.7,27.9,58.1,53.5,76.7,20.9,0.44,0.89,288,Houston Dynamo
1367,Bernardo Franco,B. Franco,Brazil,4-3-3,"{'4-3-3': 1, '4-4-2': 1, '4-1-4-1': 1}",defensive,soft,,,[],3,0,2,1,0.0,0.0,0.33,45.67,10.5,4.0,0.62,0.21,3.33,1.0,0.0,10.5,66.7,0.0,0.0,0.0,100.0,0.0,0.33,837,Barra FC
656,Bessou Serge Alain Douayere,B. S. A. Douayere,Côte d'Ivoire,,{},balanced,soft,,,[],4,2,0,2,50.0,1.25,1.25,,,,,,,0.0,0.0,,25.0,25.0,25.0,100.0,50.0,1.25,0.25,606,Stade d'Abidjan
344,B.J. Callaghan,B.J. Callaghan,USA,4-4-2,"{'3-4-3': 1, '4-3-3': 5, '4-4-2': 6, '4-2-3-1': 4, '4-3-2-1': 1, '4-4-1-1': 4}",attacking,neutral,0.35357732463155667,mid,"[{""rank"": 1, ""code"": ""chaos_ball"", ""name"": ""Chaos Ball"", ""category"": ""fan"", ""emoji"": ""🎲"", ""description"": ""Embrace pure randomness, anything can happen"", ""score"": 0.077}, {""rank"": 2, ""code"": ""counter"", ""name"": ""Counter-Attack"", ""category"": ""counter"", ""emoji"": ""⚡"", ""description"": ""Absorb pressure, strike fast on the break"", ""score"": 0.072}, {""rank"": 3, ""code"": ""moments_fc"", ""name"": ""Moments FC"", ""category"": ""fan"", ""emoji"": ""⭐"", ""description"": ""Relies entirely on individual star brilliance"", ""score"": 0.067}, {""rank"": 4, ""code"": ""inverted_fb"", ""name"": ""Inverted Fullbacks"", ""category"": ""possession"", ""emoji"": ""↩"", ""description"": ""Fullbacks step into midfield to overload centre"", ""score"": 0.058}]",46,24,7,15,52.2,1.78,1.28,51.13,13.15,5.61,1.69,1.25,5.09,1.67,0.0,13.48,28.3,58.7,65.2,78.3,19.6,1.11,0.33,284,Nashville SC
590,Björn Hamberg,B. Hamberg,Sweden,3-4-3,"{'3-4-3': 6, '4-4-2': 6, '5-4-1': 1, '3-4-2-1': 2, '4-2-3-1': 3}",balanced,neutral,0.29961139342213106,mid,"[{""rank"": 1, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.227}, {""rank"": 2, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.087}, {""rank"": 3, ""code"": ""moments_fc"", ""name"": ""Moments FC"", ""category"": ""fan"", ""emoji"": ""⭐"", ""description"": ""Relies entirely on individual star brilliance"", ""score"": 0.087}, {""rank"": 4, ""code"": ""anti_football"", ""name"": ""Anti-Football"", ""category"": ""defensive"", ""emoji"": ""⏱"", ""description"": ""Time-wasting, fouling, disrupting rhythm"", ""score"": 0.081}]",35,15,5,15,42.9,1.51,1.6,40.0,8.6,3.2,1.62,0.49,3.0,2.4,0.0,13.8,22.9,48.6,62.9,85.7,31.4,0.4,0.4,440,IF Elfsborg
285,Bogdan Andone,B. Andone,Romania,4-3-3,"{'3-4-3': 3, '3-5-2': 3, '4-3-3': 18, '4-4-2': 2, '5-3-2': 1, '3-4-1-2': 1, '3-4-2-1': 1, '4-1-4-1': 2, '4-2-3-1': 2}",balanced,neutral,0.5695645147774183,mid,"[{""rank"": 1, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.087}, {""rank"": 2, ""code"": ""low_block"", ""name"": ""Low Block"", ""category"": ""defensive"", ""emoji"": ""🛡"", ""description"": ""Compact defensive shape near own box"", ""score"": 0.086}, {""rank"": 3, ""code"": ""gegenpressing"", ""name"": ""Gegenpressing"", ""category"": ""pressing"", ""emoji"": ""💨"", ""description"": ""Immediate press after losing the ball"", ""score"": 0.073}, {""rank"": 4, ""code"": ""man_press"", ""name"": ""Man-Oriented Press"", ""category"": ""pressing"", ""emoji"": ""🎯"", ""description"": ""Players follow their direct opponents everywhere"", ""score"": 0.068}]",36,16,7,13,44.4,1.08,0.89,42.64,10.86,3.14,1.04,0.98,4.83,2.37,0.05,13.33,47.2,33.3,30.6,55.6,30.6,0.42,0.11,356,FC Argeș Pitești
968,Borja Bardera,B. Bardera,Spain,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1518,CD Toledo
933,Borja Fernández,B. Fernández,Spain,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1481,Unión Deportiva Ourense
824,Borja Jiménez,B. Jiménez,Spain,4-2-3-1,{'4-2-3-1': 2},balanced,neutral,0.4854433918757113,mid,"[{""rank"": 1, ""code"": ""set_piece"", ""name"": ""Set-Piece Reliant"", ""category"": ""defensive"", ""emoji"": ""🎯"", ""description"": ""Goals mainly from corners and free kicks"", ""score"": 0.476}, {""rank"": 2, ""code"": ""territory"", ""name"": ""Territory Control"", ""category"": ""possession"", ""emoji"": ""🗺"", ""description"": ""Pin opponent deep rather than shoot often"", ""score"": 0.057}, {""rank"": 3, ""code"": ""half_space"", ""name"": ""Half-Space"", ""category"": ""wide"", ""emoji"": ""◐"", ""description"": ""Attacks through channels beside the penalty box"", ""score"": 0.035}, {""rank"": 4, ""code"": ""positional"", ""name"": ""Positional Play"", ""category"": ""possession"", ""emoji"": ""♟"", ""description"": ""Zone occupation and overloads"", ""score"": 0.028}]",82,31,21,30,37.8,1.34,1.26,47.36,11.5,4.0,1.22,1.16,4.43,2.38,0.07,10.79,26.8,59.8,45.1,73.2,19.5,0.56,0.49,1267,Sporting Gijón
74,Bostjan Cesar,B. Cesar,Slovenia,4-4-2,"{'4-4-2': 1, '4-2-3-1': 1}",balanced,neutral,,,[],2,1,0,1,50.0,1.5,1.5,48.0,6.0,2.0,,,1.0,2.5,0.0,,0.0,50.0,50.0,50.0,50.0,0.5,1.0,715,Slovenia
640,Bo Svensson,B. Svensson,Denmark,4-4-2,"{'4-4-2': 7, '5-4-1': 1, '4-1-4-1': 1, '4-2-3-1': 2, '4-4-1-1': 1}",balanced,hard,0.31275244000767966,,"[{""rank"": 1, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.232}, {""rank"": 2, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.123}, {""rank"": 3, ""code"": ""low_counter"", ""name"": ""Low Block Counter"", ""category"": ""counter"", ""emoji"": ""🏹"", ""description"": ""Deep defense with rapid forward outlets"", ""score"": 0.083}, {""rank"": 4, ""code"": ""anti_football"", ""name"": ""Anti-Football"", ""category"": ""defensive"", ""emoji"": ""⏱"", ""description"": ""Time-wasting, fouling, disrupting rhythm"", ""score"": 0.082}]",14,6,4,4,42.9,1.64,1.57,39.75,10.5,4.62,1.41,2.03,4.0,2.67,0.33,14.0,35.7,50.0,50.0,85.7,21.4,0.67,0.33,124,FC København
336,Bradley Carnell,B. Carnell,South Africa,4-4-2,"{'4-4-2': 21, '4-2-3-1': 1}",balanced,neutral,0.6681545857108644,mid,"[{""rank"": 1, ""code"": ""cross_pray"", ""name"": ""Cross & Pray"", ""category"": ""wide"", ""emoji"": ""🙏"", ""description"": ""High-volume hopeful crosses into the box"", ""score"": 0.134}, {""rank"": 2, ""code"": ""wing_play"", ""name"": ""Wing Play"", ""category"": ""wide"", ""emoji"": ""🪽"", ""description"": ""Attacks focused through wide areas"", ""score"": 0.093}, {""rank"": 3, ""code"": ""gegenpressing"", ""name"": ""Gegenpressing"", ""category"": ""pressing"", ""emoji"": ""💨"", ""description"": ""Immediate press after losing the ball"", ""score"": 0.07}, {""rank"": 4, ""code"": ""chaos_football"", ""name"": ""Chaos Football"", ""category"": ""pressing"", ""emoji"": ""🌪"", ""description"": ""High tempo, risk-heavy, disorganised by design"", ""score"": 0.059}]",47,22,9,16,46.8,1.51,1.17,48.26,15.02,4.68,1.62,1.25,6.13,2.2,0.2,14.6,34.0,44.7,53.2,66.0,27.7,0.2,0.8,283,Philadelphia Union
434,Brendan Rodgers,B. Rodgers,Northern Ireland,4-4-2,"{'3-5-2': 7, '4-4-2': 8, '5-3-2': 2, '3-1-4-2': 6, '3-4-1-2': 2, '3-5-1-1': 1, '4-1-3-2': 1, '4-4-1-1': 2}",attacking,neutral,0.6838320030329759,mid,"[{""rank"": 1, ""code"": ""wing_play"", ""name"": ""Wing Play"", ""category"": ""wide"", ""emoji"": ""🪽"", ""description"": ""Attacks focused through wide areas"", ""score"": 0.086}, {""rank"": 2, ""code"": ""heritage"", ""name"": ""Heritage Football"", ""category"": ""fan"", ""emoji"": ""🪨"", ""description"": ""Old-school physical, long balls and grit"", ""score"": 0.081}, {""rank"": 3, ""code"": ""positional"", ""name"": ""Positional Play"", ""category"": ""possession"", ""emoji"": ""♟"", ""description"": ""Zone occupation and overloads"", ""score"": 0.08}, {""rank"": 4, ""code"": ""cross_pray"", ""name"": ""Cross & Pray"", ""category"": ""wide"", ""emoji"": ""🙏"", ""description"": ""High-volume hopeful crosses into the box"", ""score"": 0.079}]",29,18,8,3,62.1,2.31,1.07,60.17,14.24,4.97,1.92,1.05,7.34,2.25,0.1,12.69,27.6,69.0,69.0,86.2,6.9,1.05,0.6,272,Al-Qadsiah
854,Brian Barry-Murphy,B. Barry-Murphy,Ireland,,{},balanced,soft,,,[],6,4,0,2,66.7,1.67,1.17,,,,,,,1.5,0.0,,16.7,66.7,83.3,83.3,16.7,1.17,0.17,1249,Cardiff City
110,Brian Kerr,B. Kerr,Ireland,3-4-2-1,{'3-4-2-1': 1},defensive,soft,,,[],1,0,1,0,0.0,0.0,0.0,56.0,14.0,3.0,,,7.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,729,Ireland
346,Brian Schmetzer,B. Schmetzer,USA,4-2-3-1,"{'5-4-1': 1, '4-2-3-1': 20}",attacking,neutral,0.43632906784418485,low,"[{""rank"": 1, ""code"": ""counter"", ""name"": ""Counter-Attack"", ""category"": ""counter"", ""emoji"": ""⚡"", ""description"": ""Absorb pressure, strike fast on the break"", ""score"": 0.094}, {""rank"": 2, ""code"": ""low_counter"", ""name"": ""Low Block Counter"", ""category"": ""counter"", ""emoji"": ""🏹"", ""description"": ""Deep defense with rapid forward outlets"", ""score"": 0.07}, {""rank"": 3, ""code"": ""false_9"", ""name"": ""False 9 System"", ""category"": ""possession"", ""emoji"": ""🎩"", ""description"": ""No fixed striker — central creator drops deep"", ""score"": 0.061}, {""rank"": 4, ""code"": ""inverted_fb"", ""name"": ""Inverted Fullbacks"", ""category"": ""possession"", ""emoji"": ""↩"", ""description"": ""Fullbacks step into midfield to overload centre"", ""score"": 0.053}]",45,22,13,10,48.9,1.71,1.27,53.73,13.44,5.13,1.66,1.18,5.16,2.0,0.0,10.78,33.3,53.3,55.6,71.1,20.0,0.75,0.25,302,Seattle Sounders FC
355,Bruce Arena,B. Arena,USA,4-2-3-1,"{'3-4-3': 5, '4-3-3': 1, '4-4-2': 1, '3-4-1-2': 2, '4-2-3-1': 10}",attacking,neutral,0.5205972827600432,mid,"[{""rank"": 1, ""code"": ""wing_play"", ""name"": ""Wing Play"", ""category"": ""wide"", ""emoji"": ""🪽"", ""description"": ""Attacks focused through wide areas"", ""score"": 0.11}, {""rank"": 2, ""code"": ""cross_pray"", ""name"": ""Cross & Pray"", ""category"": ""wide"", ""emoji"": ""🙏"", ""description"": ""High-volume hopeful crosses into the box"", ""score"": 0.108}, {""rank"": 3, ""code"": ""overload_isolate"", ""name"": ""Overload-to-Isolate"", ""category"": ""possession"", ""emoji"": ""⚖"", ""description"": ""Crowd one side to free the other wing"", ""score"": 0.065}, {""rank"": 4, ""code"": ""chaos_ball"", ""name"": ""Chaos Ball"", ""category"": ""fan"", ""emoji"": ""🎲"", ""description"": ""Embrace pure randomness, anything can happen"", ""score"": 0.061}]",44,20,8,16,45.5,1.93,1.57,50.34,15.52,5.68,1.94,1.49,6.2,2.0,0.0,12.09,22.7,72.7,70.5,84.1,6.8,0.9,0.3,298,San Jose Earthquakes
454,Bruno Baltazar,B. Baltazar,Portugal,4-1-4-1,"{'4-3-3': 2, '5-4-1': 1, '4-1-4-1': 12, '4-2-3-1': 11, '4-3-2-1': 1, '4-4-1-1': 1}",balanced,neutral,0.6623598661851227,high,"[{""rank"": 1, ""code"": ""high_press"", ""name"": ""High Press"", ""category"": ""pressing"", ""emoji"": ""🔥"", ""description"": ""Press defenders and keeper aggressively high up"", ""score"": 0.161}, {""rank"": 2, ""code"": ""gegenpressing"", ""name"": ""Gegenpressing"", ""category"": ""pressing"", ""emoji"": ""💨"", ""description"": ""Immediate press after losing the ball"", ""score"": 0.137}, {""rank"": 3, ""code"": ""man_press"", ""name"": ""Man-Oriented Press"", ""category"": ""pressing"", ""emoji"": ""🎯"", ""description"": ""Players follow their direct opponents everywhere"", ""score"": 0.088}, {""rank"": 4, ""code"": ""total_football"", ""name"": ""Total Football"", ""category"": ""possession"", ""emoji"": ""🌀"", ""description"": ""Fluid rotations, every player attacks and defends"", ""score"": 0.079}]",31,10,11,10,32.3,1.48,1.39,55.67,13.58,3.0,1.12,1.25,5.42,2.36,0.14,12.92,19.4,67.7,54.8,80.6,19.4,0.21,0.64,433,Radomiak Radom
321,Bruno Genesio,B. Genesio,France,4-2-3-1,"{'3-4-3': 1, '4-3-3': 2, '4-4-2': 4, '5-4-1': 1, '4-2-3-1': 33, '4-3-1-2': 1, '4-4-1-1': 1}",balanced,neutral,0.5466002042904569,mid,"[{""rank"": 1, ""code"": ""chaos_ball"", ""name"": ""Chaos Ball"", ""category"": ""fan"", ""emoji"": ""🎲"", ""description"": ""Embrace pure randomness, anything can happen"", ""score"": 0.078}, {""rank"": 2, ""code"": ""no_midfield"", ""name"": ""No Midfield Just Vibes"", ""category"": ""fan"", ""emoji"": ""🚀"", ""description"": ""Bypass midfield entirely, defend and attack direct"", ""score"": 0.059}, {""rank"": 3, ""code"": ""heritage"", ""name"": ""Heritage Football"", ""category"": ""fan"", ""emoji"": ""🪨"", ""description"": ""Old-school physical, long balls and grit"", ""score"": 0.057}, {""rank"": 4, ""code"": ""false_9"", ""name"": ""False 9 System"", ""category"": ""possession"", ""emoji"": ""🎩"", ""description"": ""No fixed striker — central creator drops deep"", ""score"": 0.056}]",45,23,6,16,51.1,1.44,1.09,55.67,13.33,4.56,1.51,1.2,5.72,1.81,0.19,11.07,37.8,35.6,40.0,57.8,31.1,0.33,0.33,106,Lille
1083,Bruno Irles,B. Irles,France,,{},balanced,soft,,,[],3,2,0,1,66.7,1.67,1.33,,,,,,,0.33,0.33,,33.3,33.3,33.3,33.3,33.3,0.0,1.0,1302,Bordeaux
261,Burak Yilmaz,B. Yilmaz,Türkiye,4-2-3-1,"{'3-4-3': 1, '3-5-2': 7, '4-3-3': 3, '4-4-2': 1, '5-3-2': 2, '3-1-4-2': 2, '3-2-4-1': 1, '3-4-1-2': 1, '3-4-2-1': 1, '3-5-1-1': 1, '4-1-4-1': 3, '4-2-3-1': 7}",balanced,hard,0.7123309364587224,mid,"[{""rank"": 1, ""code"": ""anti_football"", ""name"": ""Anti-Football"", ""category"": ""defensive"", ""emoji"": ""⏱"", ""description"": ""Time-wasting, fouling, disrupting rhythm"", ""score"": 0.11}, {""rank"": 2, ""code"": ""chaos_ball"", ""name"": ""Chaos Ball"", ""category"": ""fan"", ""emoji"": ""🎲"", ""description"": ""Embrace pure randomness, anything can happen"", ""score"": 0.075}, {""rank"": 3, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.055}, {""rank"": 4, ""code"": ""chaos_football"", ""name"": ""Chaos Football"", ""category"": ""pressing"", ""emoji"": ""🌪"", ""description"": ""High tempo, risk-heavy, disorganised by design"", ""score"": 0.046}]",30,9,10,11,30.0,1.37,1.63,50.78,13.3,4.48,1.37,1.56,4.81,3.12,0.18,13.41,20.0,63.3,66.7,90.0,23.3,0.53,0.65,183,Gaziantep FK
1232,Calum McFarlane,C. McFarlane,England,4-2-3-1,"{'4-3-3': 4, '4-1-4-1': 1, '4-2-3-1': 39, '4-4-1-1': 1}",attacking,neutral,0.6023246849523075,mid,"[{""rank"": 1, ""code"": ""chaos_ball"", ""name"": ""Chaos Ball"", ""category"": ""fan"", ""emoji"": ""🎲"", ""description"": ""Embrace pure randomness, anything can happen"", ""score"": 0.118}, {""rank"": 2, ""code"": ""tiki_taka"", ""name"": ""Tiki-Taka"", ""category"": ""possession"", ""emoji"": ""🎨"", ""description"": ""Short passing, domination via possession"", ""score"": 0.101}, {""rank"": 3, ""code"": ""false_9"", ""name"": ""False 9 System"", ""category"": ""possession"", ""emoji"": ""🎩"", ""description"": ""No fixed striker — central creator drops deep"", ""score"": 0.078}, {""rank"": 4, ""code"": ""inverted_fb"", ""name"": ""Inverted Fullbacks"", ""category"": ""possession"", ""emoji"": ""↩"", ""description"": ""Fullbacks step into midfield to overload centre"", ""score"": 0.069}]",54,25,11,18,46.3,1.89,1.39,58.16,13.76,4.84,1.82,1.26,6.02,2.27,0.05,10.96,27.8,59.3,70.4,83.3,16.7,0.76,0.65,13,Chelsea
354,Cameron Knowles,C. Knowles,New Zealand,5-4-1,"{'3-4-3': 2, '4-3-3': 1, '4-4-2': 2, '5-3-2': 4, '5-4-1': 8, '3-4-1-2': 1, '3-4-2-1': 3, '4-2-3-1': 1, '4-3-2-1': 1}",balanced,neutral,0.2602327228483481,high,"[{""rank"": 1, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.225}, {""rank"": 2, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.085}, {""rank"": 3, ""code"": ""anti_football"", ""name"": ""Anti-Football"", ""category"": ""defensive"", ""emoji"": ""⏱"", ""description"": ""Time-wasting, fouling, disrupting rhythm"", ""score"": 0.073}, {""rank"": 4, ""code"": ""low_block"", ""name"": ""Low Block"", ""category"": ""defensive"", ""emoji"": ""🛡"", ""description"": ""Compact defensive shape near own box"", ""score"": 0.071}]",48,21,14,13,43.8,1.5,1.27,39.94,12.06,4.56,1.37,1.44,4.5,1.6,0.0,13.15,31.2,54.2,56.2,70.8,25.0,0.6,0.9,291,Minnesota United
709,Camilo Speranza,C. Speranza,Spain,5-3-2,"{'3-4-3': 1, '5-3-2': 1}",defensive,neutral,,,[],2,0,1,1,0.0,0.5,1.0,,,,,,,2.5,0.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,805,Liverpool UY
910,Carles Manso,C. Manso,Spain,4-3-3,{'4-3-3': 2},balanced,neutral,0.6887512107817186,high,"[{""rank"": 1, ""code"": ""tiki_taka"", ""name"": ""Tiki-Taka"", ""category"": ""possession"", ""emoji"": ""🎨"", ""description"": ""Short passing, domination via possession"", ""score"": 0.098}, {""rank"": 2, ""code"": ""high_press"", ""name"": ""High Press"", ""category"": ""pressing"", ""emoji"": ""🔥"", ""description"": ""Press defenders and keeper aggressively high up"", ""score"": 0.097}, {""rank"": 3, ""code"": ""total_football"", ""name"": ""Total Football"", ""category"": ""possession"", ""emoji"": ""🌀"", ""description"": ""Fluid rotations, every player attacks and defends"", ""score"": 0.094}, {""rank"": 4, ""code"": ""gegenpressing"", ""name"": ""Gegenpressing"", ""category"": ""pressing"", ""emoji"": ""💨"", ""description"": ""Immediate press after losing the ball"", ""score"": 0.089}]",39,16,10,13,41.0,1.62,1.33,61.93,14.36,5.43,1.38,1.21,5.5,2.56,0.03,13.07,23.1,64.1,56.4,76.9,17.9,0.67,0.51,1460,FC Andorra
202,Carles Martínez,C. Martínez,Spain,3-4-2-1,"{'3-4-3': 9, '5-4-1': 1, '3-4-2-1': 22}",balanced,neutral,0.3477682583381233,mid,"[{""rank"": 1, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.137}, {""rank"": 2, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.136}, {""rank"": 3, ""code"": ""low_block"", ""name"": ""Low Block"", ""category"": ""defensive"", ""emoji"": ""🛡"", ""description"": ""Compact defensive shape near own box"", ""score"": 0.097}, {""rank"": 4, ""code"": ""anti_football"", ""name"": ""Anti-Football"", ""category"": ""defensive"", ""emoji"": ""⏱"", ""description"": ""Time-wasting, fouling, disrupting rhythm"", ""score"": 0.07}]",36,12,10,14,33.3,1.39,1.44,42.5,12.56,4.24,1.28,1.3,4.32,2.17,0.13,13.94,27.8,50.0,52.8,66.7,27.8,0.78,0.65,104,Toulouse
399,Carl Hoefkens,C. Hoefkens,Belgium,4-2-3-1,"{'3-5-2': 1, '4-3-3': 1, '4-4-2': 2, '5-3-2': 5, '3-4-1-2': 2, '4-1-3-2': 1, '4-2-3-1': 18, '4-3-1-2': 1}",defensive,neutral,0.46076667756440953,mid,"[{""rank"": 1, ""code"": ""set_piece"", ""name"": ""Set-Piece Reliant"", ""category"": ""defensive"", ""emoji"": ""🎯"", ""description"": ""Goals mainly from corners and free kicks"", ""score"": 0.335}, {""rank"": 2, ""code"": ""cross_pray"", ""name"": ""Cross & Pray"", ""category"": ""wide"", ""emoji"": ""🙏"", ""description"": ""High-volume hopeful crosses into the box"", ""score"": 0.115}, {""rank"": 3, ""code"": ""wing_play"", ""name"": ""Wing Play"", ""category"": ""wide"", ""emoji"": ""🪽"", ""description"": ""Attacks focused through wide areas"", ""score"": 0.084}, {""rank"": 4, ""code"": ""overload_isolate"", ""name"": ""Overload-to-Isolate"", ""category"": ""possession"", ""emoji"": ""⚖"", ""description"": ""Crowd one side to free the other wing"", ""score"": 0.048}]",31,5,10,16,16.1,0.97,1.71,49.45,13.87,4.1,1.19,1.51,5.71,1.39,0.11,10.77,16.1,48.4,51.6,67.7,41.9,0.39,1.06,173,NAC Breda
127,Carlo Ancelotti,C. Ancelotti,Italy,4-2-2-2,"{'4-3-3': 1, '4-2-2-2': 1}",attacking,neutral,,,[],2,1,0,1,50.0,2.0,1.5,45.0,13.0,7.0,,,2.0,2.5,0.0,13.0,0.0,100.0,100.0,100.0,0.0,0.5,0.5,463,Brazil
